sale_date,category_code,units_sold,granularity
2016-08-16,M01AE,4.66,daily
2016-08-17,M01AE,2.01,daily
2016-08-18,M01AE,3.363,daily
2016-08-19,M01AE,4.33,daily
2016-08-20,M01AE,2.99,daily
2016-08-21,M01AE,3.627,daily
2016-08-22,M01AE,3.386,daily
2016-08-23,M01AE,3.066,daily
2016-08-24,M01AE,3.487,daily
2016-08-25,M01AE,2.67,daily
2016-08-26,M01AE,2.023,daily
2016-08-27,M01AE,1.736,daily
2016-08-28,M01AE,7.02,daily
2016-08-29,M01AE,0.67,daily
2016-08-30,M01AE,1.32,daily
2016-08-31,M01AE,5.827,daily
2016-09-01,M01AE,3.66,daily
2016-09-02,M01AE,4.02,daily
2016-09-03,M01AE,4.025,daily
2016-09-04,M01AE,4.396,daily
2016-09-05,M01AE,4.396,daily
2016-09-06,M01AE,1.33,daily
2016-09-07,M01AE,2.19,daily
2016-09-08,M01AE,2.99,daily
2016-09-09,M01AE,3.99,daily
2016-09-10,M01AE,11.31,daily
2016-09-11,M01AE,6.99,daily
2016-09-12,M01AE,6.0,daily
2016-09-13,M01AE,5.759,daily
2016-09-14,M01AE,3.792,daily
2016-09-15,M01AE,6.628,daily
2016-09-16,M01AE,1.33,daily
2016-09-17,M01AE,3.693,daily
2016-09-18,M01AE,7.32,daily
2016-09-19,M01AE,3.396,daily
2016-09-20,M01AE,2.792,daily
2016-09-21,M01AE,4.31,daily
2016-09-22,M01AE,2.33,daily
2016-09-23,M01AE,6.99,daily
2016-09-24,M01AE,3.779,daily
2016-09-25,M01AE,4.33,daily
2016-09-26,M01AE,1.0,daily
2016-09-27,M01AE,4.67,daily
2016-09-28,M01AE,1.802,daily
2016-09-29,M01AE,2.0,daily
2016-09-30,M01AE,5.0,daily
2016-10-01,M01AE,7.65,daily
2016-10-02,M01AE,4.056,daily
2016-10-03,M01AE,5.33,daily
2016-10-04,M01AE,2.99,daily
2016-10-05,M01AE,4.0,daily
2016-10-06,M01AE,3.99,daily
2016-10-07,M01AE,4.297,daily
2016-10-08,M01AE,6.33,daily
2016-10-09,M01AE,5.02,daily
2016-10-10,M01AE,5.066,daily
2016-10-11,M01AE,2.406,daily
2016-10-12,M01AE,2.373,daily
2016-10-13,M01AE,4.33,daily
2016-10-14,M01AE,4.0,daily
2016-10-15,M01AE,5.97,daily
2016-10-16,M01AE,5.122,daily
2016-10-17,M01AE,5.0,daily
2016-10-18,M01AE,5.056,daily
2016-10-19,M01AE,6.66,daily
2016-10-20,M01AE,5.66,daily
2016-10-21,M01AE,3.825,daily
2016-10-22,M01AE,2.67,daily
2016-10-23,M01AE,5.78,daily
2016-10-24,M01AE,3.023,daily
2016-10-25,M01AE,4.572,daily
2016-10-26,M01AE,2.397,daily
2016-10-27,M01AE,2.023,daily
2016-10-28,M01AE,3.78,daily
2016-10-29,M01AE,4.54,daily
2016-10-30,M01AE,10.32,daily
2016-10-31,M01AE,3.82,daily
2016-11-01,M01AE,1.703,daily
2016-11-02,M01AE,3.703,daily
2016-11-03,M01AE,1.0,daily
2016-11-04,M01AE,4.373,daily
2016-11-05,M01AE,3.02,daily
2016-11-06,M01AE,4.34,daily
2016-11-07,M01AE,2.726,daily
2016-11-08,M01AE,2.35,daily
2016-11-09,M01AE,5.66,daily
2016-11-10,M01AE,6.33,daily
2016-11-11,M01AE,1.759,daily
2016-11-12,M01AE,3.825,daily
2016-11-13,M01AE,11.32,daily
2016-11-14,M01AE,4.726,daily
2016-11-15,M01AE,0.33,daily
2016-11-16,M01AE,3.167,daily
2016-11-17,M01AE,2.726,daily
2016-11-18,M01AE,4.33,daily
2016-11-19,M01AE,2.7,daily
2016-11-20,M01AE,4.34,daily
2016-11-21,M01AE,3.34,daily
2016-11-22,M01AE,4.703,daily
2016-11-23,M01AE,4.33,daily
2016-11-24,M01AE,4.333,daily
2016-11-25,M01AE,5.0,daily
2016-11-26,M01AE,5.0,daily
2016-11-27,M01AE,5.693,daily
2016-11-28,M01AE,1.363,daily
2016-11-29,M01AE,5.67,daily
2016-11-30,M01AE,2.99,daily
2016-12-01,M01AE,2.363,daily
2016-12-02,M01AE,1.076,daily
2016-12-03,M01AE,2.68,daily
2016-12-04,M01AE,9.123,daily
2016-12-05,M01AE,1.68,daily
2016-12-06,M01AE,5.09,daily
2016-12-07,M01AE,2.726,daily
2016-12-08,M01AE,1.67,daily
2016-12-09,M01AE,1.67,daily
2016-12-10,M01AE,6.33,daily
2016-12-11,M01AE,4.726,daily
2016-12-12,M01AE,2.429,daily
2016-12-13,M01AE,4.0,daily
2016-12-14,M01AE,3.78,daily
2016-12-15,M01AE,3.33,daily
2016-12-16,M01AE,6.32,daily
2016-12-17,M01AE,2.66,daily
2016-12-18,M01AE,5.02,daily
2016-12-19,M01AE,0.0,daily
2016-12-20,M01AE,3.66,daily
2016-12-21,M01AE,2.812,daily
2016-12-22,M01AE,4.165,daily
2016-12-23,M01AE,4.67,daily
2016-12-24,M01AE,6.7,daily
2016-12-25,M01AE,7.627,daily
2016-12-26,M01AE,4.66,daily
2016-12-27,M01AE,5.0,daily
2016-12-28,M01AE,6.33,daily
2016-12-29,M01AE,6.01,daily
2016-12-30,M01AE,8.99,daily
2016-12-31,M01AE,7.759,daily
2017-01-01,M01AE,3.95625,daily
2017-01-02,M01AE,0.6375,daily
2017-01-03,M01AE,5.83125,daily
2017-01-04,M01AE,5.970833333,daily
2017-01-05,M01AE,7.879166667,daily
2017-01-06,M01AE,3.05,daily
2017-01-07,M01AE,5.154166667,daily
2017-01-08,M01AE,1.859583333,daily
2017-01-09,M01AE,4.057083333,daily
2017-01-10,M01AE,4.73875,daily
2017-01-11,M01AE,5.501666667,daily
2017-01-12,M01AE,5.196666667,daily
2017-01-13,M01AE,3.891666667,daily
2017-01-14,M01AE,4.364583333,daily
2017-01-15,M01AE,6.525,daily
2017-01-16,M01AE,4.029166667,daily
2017-01-17,M01AE,4.139166667,daily
2017-01-18,M01AE,4.445833333,daily
2017-01-19,M01AE,5.7,daily
2017-01-20,M01AE,4.73875,daily
2017-01-21,M01AE,2.4,daily
2017-01-22,M01AE,5.0075,daily
2017-01-23,M01AE,4.505,daily
2017-01-24,M01AE,5.770833333,daily
2017-01-25,M01AE,5.108333333,daily
2017-01-26,M01AE,5.224583333,daily
2017-01-27,M01AE,7.54125,daily
2017-01-28,M01AE,6.1125,daily
2017-01-29,M01AE,7.783333333,daily
2017-01-30,M01AE,5.61625,daily
2017-01-31,M01AE,4.254583333,daily
2017-02-01,M01AE,5.188333333,daily
2017-02-02,M01AE,6.211666667,daily
2017-02-03,M01AE,6.255416667,daily
2017-02-04,M01AE,4.166666667,daily
2017-02-05,M01AE,10.725,daily
2017-02-06,M01AE,5.0,daily
2017-02-07,M01AE,0.33,daily
2017-02-08,M01AE,1.67,daily
2017-02-09,M01AE,1.76,daily
2017-02-10,M01AE,3.34,daily
2017-02-11,M01AE,6.32,daily
2017-02-12,M01AE,10.67,daily
2017-02-13,M01AE,0.0,daily
2017-02-14,M01AE,5.0,daily
2017-02-15,M01AE,2.67,daily
2017-02-16,M01AE,4.66,daily
2017-02-17,M01AE,2.802,daily
2017-02-18,M01AE,4.0,daily
2017-02-19,M01AE,3.516,daily
2017-02-20,M01AE,3.76,daily
2017-02-21,M01AE,4.155,daily
2017-02-22,M01AE,2.429,daily
2017-02-23,M01AE,5.67,daily
2017-02-24,M01AE,4.67,daily
2017-02-25,M01AE,6.34,daily
2017-02-26,M01AE,5.33,daily
2017-02-27,M01AE,3.68,daily
2017-02-28,M01AE,5.02,daily
2017-03-01,M01AE,4.66,daily
2017-03-02,M01AE,7.13,daily
2017-03-03,M01AE,2.99,daily
2017-03-04,M01AE,3.67,daily
2017-03-05,M01AE,4.33,daily
2017-03-06,M01AE,2.33,daily
2017-03-07,M01AE,5.33,daily
2017-03-08,M01AE,2.34,daily
2017-03-09,M01AE,2.33,daily
2017-03-10,M01AE,4.33,daily
2017-03-11,M01AE,4.066,daily
2017-03-12,M01AE,7.01,daily
2017-03-13,M01AE,0.68,daily
2017-03-14,M01AE,1.34,daily
2017-03-15,M01AE,1.703,daily
2017-03-16,M01AE,4.056,daily
2017-03-17,M01AE,2.802,daily
2017-03-18,M01AE,4.38,daily
2017-03-19,M01AE,3.693,daily
2017-03-20,M01AE,6.683,daily
2017-03-21,M01AE,2.03,daily
2017-03-22,M01AE,5.023,daily
2017-03-23,M01AE,2.133,daily
2017-03-24,M01AE,3.0,daily
2017-03-25,M01AE,5.49,daily
2017-03-26,M01AE,5.36,daily
2017-03-27,M01AE,3.463,daily
2017-03-28,M01AE,2.67,daily
2017-03-29,M01AE,1.34,daily
2017-03-30,M01AE,2.693,daily
2017-03-31,M01AE,2.0,daily
2017-04-01,M01AE,2.0,daily
2017-04-02,M01AE,4.223,daily
2017-04-03,M01AE,1.0,daily
2017-04-04,M01AE,1.033,daily
2017-04-05,M01AE,0.231,daily
2017-04-06,M01AE,0.66,daily
2017-04-07,M01AE,4.0,daily
2017-04-08,M01AE,8.759,daily
2017-04-09,M01AE,5.34,daily
2017-04-10,M01AE,1.363,daily
2017-04-11,M01AE,2.33,daily
2017-04-12,M01AE,3.32,daily
2017-04-13,M01AE,2.439,daily
2017-04-14,M01AE,4.98,daily
2017-04-15,M01AE,1.472,daily
2017-04-16,M01AE,0.0,daily
2017-04-17,M01AE,3.99,daily
2017-04-18,M01AE,4.67,daily
2017-04-19,M01AE,3.406,daily
2017-04-20,M01AE,2.33,daily
2017-04-21,M01AE,2.34,daily
2017-04-22,M01AE,4.66,daily
2017-04-23,M01AE,5.416,daily
2017-04-24,M01AE,3.81,daily
2017-04-25,M01AE,2.99,daily
2017-04-26,M01AE,4.0,daily
2017-04-27,M01AE,3.737,daily
2017-04-28,M01AE,3.67,daily
2017-04-29,M01AE,9.0,daily
2017-04-30,M01AE,4.046,daily
2017-05-01,M01AE,1.0,daily
2017-05-02,M01AE,6.033,daily
2017-05-03,M01AE,3.34,daily
2017-05-04,M01AE,5.66,daily
2017-05-05,M01AE,5.33,daily
2017-05-06,M01AE,2.363,daily
2017-05-07,M01AE,3.67,daily
2017-05-08,M01AE,3.66,daily
2017-05-09,M01AE,4.0,daily
2017-05-10,M01AE,0.397,daily
2017-05-11,M01AE,6.693,daily
2017-05-12,M01AE,4.703,daily
2017-05-13,M01AE,2.363,daily
2017-05-14,M01AE,2.076,daily
2017-05-15,M01AE,4.703,daily
2017-05-16,M01AE,5.66,daily
2017-05-17,M01AE,4.84,daily
2017-05-18,M01AE,5.01,daily
2017-05-19,M01AE,3.44,daily
2017-05-20,M01AE,4.713,daily
2017-05-21,M01AE,3.043,daily
2017-05-22,M01AE,1.34,daily
2017-05-23,M01AE,2.406,daily
2017-05-24,M01AE,3.34,daily
2017-05-25,M01AE,5.36,daily
2017-05-26,M01AE,3.67,daily
2017-05-27,M01AE,3.221,daily
2017-05-28,M01AE,6.243,daily
2017-05-29,M01AE,4.023,daily
2017-05-30,M01AE,3.396,daily
2017-05-31,M01AE,2.429,daily
2017-06-01,M01AE,3.67,daily
2017-06-02,M01AE,4.0,daily
2017-06-03,M01AE,1.726,daily
2017-06-04,M01AE,1.747,daily
2017-06-05,M01AE,5.99,daily
2017-06-06,M01AE,3.0,daily
2017-06-07,M01AE,4.693,daily
2017-06-08,M01AE,1.823,daily
2017-06-09,M01AE,4.09,daily
2017-06-10,M01AE,7.01,daily
2017-06-11,M01AE,3.99,daily
2017-06-12,M01AE,3.34,daily
2017-06-13,M01AE,3.023,daily
2017-06-14,M01AE,1.33,daily
2017-06-15,M01AE,4.33,daily
2017-06-16,M01AE,2.01,daily
2017-06-17,M01AE,8.726,daily
2017-06-18,M01AE,7.34,daily
2017-06-19,M01AE,1.98,daily
2017-06-20,M01AE,1.0,daily
2017-06-21,M01AE,1.33,daily
2017-06-22,M01AE,3.34,daily
2017-06-23,M01AE,1.34,daily
2017-06-24,M01AE,3.65,daily
2017-06-25,M01AE,2.34,daily
2017-06-26,M01AE,3.033,daily
2017-06-27,M01AE,3.32,daily
2017-06-28,M01AE,4.033,daily
2017-06-29,M01AE,3.67,daily
2017-06-30,M01AE,2.132,daily
2017-07-01,M01AE,2.33,daily
2017-07-02,M01AE,3.68,daily
2017-07-03,M01AE,0.0,daily
2017-07-04,M01AE,2.34,daily
2017-07-05,M01AE,1.66,daily
2017-07-06,M01AE,7.0,daily
2017-07-07,M01AE,2.0,daily
2017-07-08,M01AE,4.089,daily
2017-07-09,M01AE,7.16,daily
2017-07-10,M01AE,4.353,daily
2017-07-11,M01AE,0.68,daily
2017-07-12,M01AE,5.34,daily
2017-07-13,M01AE,3.34,daily
2017-07-14,M01AE,3.759,daily
2017-07-15,M01AE,9.34,daily
2017-07-16,M01AE,9.34,daily
2017-07-17,M01AE,4.747,daily
2017-07-18,M01AE,5.67,daily
2017-07-19,M01AE,3.66,daily
2017-07-20,M01AE,4.0,daily
2017-07-21,M01AE,1.0,daily
2017-07-22,M01AE,5.69,daily
2017-07-23,M01AE,2.429,daily
2017-07-24,M01AE,1.0,daily
2017-07-25,M01AE,2.35,daily
2017-07-26,M01AE,6.779,daily
2017-07-27,M01AE,0.67,daily
2017-07-28,M01AE,5.0,daily
2017-07-29,M01AE,3.33,daily
2017-07-30,M01AE,2.66,daily
2017-07-31,M01AE,0.81,daily
2017-08-01,M01AE,3.33,daily
2017-08-02,M01AE,2.66,daily
2017-08-03,M01AE,0.66,daily
2017-08-04,M01AE,4.0,daily
2017-08-05,M01AE,2.472,daily
2017-08-06,M01AE,3.429,daily
2017-08-07,M01AE,5.34,daily
2017-08-08,M01AE,1.703,daily
2017-08-09,M01AE,5.1,daily
2017-08-10,M01AE,3.99,daily
2017-08-11,M01AE,1.65,daily
2017-08-12,M01AE,4.939,daily
2017-08-13,M01AE,3.65,daily
2017-08-14,M01AE,2.067,daily
2017-08-15,M01AE,6.703,daily
2017-08-16,M01AE,3.67,daily
2017-08-17,M01AE,1.33,daily
2017-08-18,M01AE,3.99,daily
2017-08-19,M01AE,4.713,daily
2017-08-20,M01AE,2.056,daily
2017-08-21,M01AE,3.34,daily
2017-08-22,M01AE,1.34,daily
2017-08-23,M01AE,2.33,daily
2017-08-24,M01AE,9.053,daily
2017-08-25,M01AE,3.01,daily
2017-08-26,M01AE,3.516,daily
2017-08-27,M01AE,5.34,daily
2017-08-28,M01AE,7.0,daily
2017-08-29,M01AE,3.066,daily
2017-08-30,M01AE,3.99,daily
2017-08-31,M01AE,3.033,daily
2017-09-01,M01AE,3.0,daily
2017-09-02,M01AE,2.13,daily
2017-09-03,M01AE,5.462,daily
2017-09-04,M01AE,3.33,daily
2017-09-05,M01AE,4.02,daily
2017-09-06,M01AE,3.0,daily
2017-09-07,M01AE,1.0,daily
2017-09-08,M01AE,7.32,daily
2017-09-09,M01AE,8.34,daily
2017-09-10,M01AE,5.35,daily
2017-09-11,M01AE,3.373,daily
2017-09-12,M01AE,4.35,daily
2017-09-13,M01AE,0.66,daily
2017-09-14,M01AE,5.34,daily
2017-09-15,M01AE,3.0,daily
2017-09-16,M01AE,3.0,daily
2017-09-17,M01AE,4.34,daily
2017-09-18,M01AE,4.34,daily
2017-09-19,M01AE,6.033,daily
2017-09-20,M01AE,2.363,daily
2017-09-21,M01AE,3.696,daily
2017-09-22,M01AE,2.241,daily
2017-09-23,M01AE,6.99,daily
2017-09-24,M01AE,4.826,daily
2017-09-25,M01AE,2.517,daily
2017-09-26,M01AE,5.67,daily
2017-09-27,M01AE,2.33,daily
2017-09-28,M01AE,2.68,daily
2017-09-29,M01AE,5.0,daily
2017-09-30,M01AE,3.01,daily
2017-10-01,M01AE,5.891,daily
2017-10-02,M01AE,2.0,daily
2017-10-03,M01AE,2.1,daily
2017-10-04,M01AE,4.33,daily
2017-10-05,M01AE,3.99,daily
2017-10-06,M01AE,4.66,daily
2017-10-07,M01AE,2.023,daily
2017-10-08,M01AE,3.261,daily
2017-10-09,M01AE,0.0,daily
2017-10-10,M01AE,2.68,daily
2017-10-11,M01AE,1.0,daily
2017-10-12,M01AE,2.393,daily
2017-10-13,M01AE,1.396,daily
2017-10-14,M01AE,3.66,daily
2017-10-15,M01AE,6.68,daily
2017-10-16,M01AE,0.67,daily
2017-10-17,M01AE,1.67,daily
2017-10-18,M01AE,1.33,daily
2017-10-19,M01AE,5.99,daily
2017-10-20,M01AE,4.363,daily
2017-10-21,M01AE,3.769,daily
2017-10-22,M01AE,5.0,daily
2017-10-23,M01AE,1.363,daily
2017-10-24,M01AE,2.0,daily
2017-10-25,M01AE,3.33,daily
2017-10-26,M01AE,1.099,daily
2017-10-27,M01AE,2.363,daily
2017-10-28,M01AE,2.33,daily
2017-10-29,M01AE,2.373,daily
2017-10-30,M01AE,3.66,daily
2017-10-31,M01AE,1.363,daily
2017-11-01,M01AE,3.429,daily
2017-11-02,M01AE,2.066,daily
2017-11-03,M01AE,7.67,daily
2017-11-04,M01AE,7.472,daily
2017-11-05,M01AE,5.799,daily
2017-11-06,M01AE,3.2,daily
2017-11-07,M01AE,4.0,daily
2017-11-08,M01AE,1.1,daily
2017-11-09,M01AE,3.746,daily
2017-11-10,M01AE,6.66,daily
2017-11-11,M01AE,3.0,daily
2017-11-12,M01AE,3.65,daily
2017-11-13,M01AE,2.429,daily
2017-11-14,M01AE,0.859,daily
2017-11-15,M01AE,2.726,daily
2017-11-16,M01AE,2.0,daily
2017-11-17,M01AE,4.837,daily
2017-11-18,M01AE,8.45,daily
2017-11-19,M01AE,6.88,daily
2017-11-20,M01AE,5.34,daily
2017-11-21,M01AE,0.68,daily
2017-11-22,M01AE,4.0,daily
2017-11-23,M01AE,5.99,daily
2017-11-24,M01AE,3.132,daily
2017-11-25,M01AE,6.076,daily
2017-11-26,M01AE,5.786,daily
2017-11-27,M01AE,3.67,daily
2017-11-28,M01AE,1.34,daily
2017-11-29,M01AE,2.397,daily
2017-11-30,M01AE,1.396,daily
2017-12-01,M01AE,7.66,daily
2017-12-02,M01AE,3.67,daily
2017-12-03,M01AE,6.023,daily
2017-12-04,M01AE,2.363,daily
2017-12-05,M01AE,3.165,daily
2017-12-06,M01AE,4.396,daily
2017-12-07,M01AE,2.66,daily
2017-12-08,M01AE,2.51,daily
2017-12-09,M01AE,2.17,daily
2017-12-10,M01AE,2.802,daily
2017-12-11,M01AE,6.0,daily
2017-12-12,M01AE,5.066,daily
2017-12-13,M01AE,3.34,daily
2017-12-14,M01AE,3.0,daily
2017-12-15,M01AE,5.01,daily
2017-12-16,M01AE,6.0,daily
2017-12-17,M01AE,0.33,daily
2017-12-18,M01AE,4.67,daily
2017-12-19,M01AE,0.0,daily
2017-12-20,M01AE,3.396,daily
2017-12-21,M01AE,2.66,daily
2017-12-22,M01AE,2.769,daily
2017-12-23,M01AE,4.505,daily
2017-12-24,M01AE,3.46,daily
2017-12-25,M01AE,0.62,daily
2017-12-26,M01AE,4.67,daily
2017-12-27,M01AE,4.814,daily
2017-12-28,M01AE,3.462,daily
2017-12-29,M01AE,2.066,daily
2017-12-30,M01AE,8.363,daily
2017-12-31,M01AE,10.043,daily
2018-01-01,M01AE,0.0,daily
2018-01-02,M01AE,5.33,daily
2018-01-03,M01AE,2.397,daily
2018-01-04,M01AE,1.099,daily
2018-01-05,M01AE,6.825,daily
2018-01-06,M01AE,1.66,daily
2018-01-07,M01AE,0.0,daily
2018-01-08,M01AE,6.53,daily
2018-01-09,M01AE,2.099,daily
2018-01-10,M01AE,7.406,daily
2018-01-11,M01AE,4.33,daily
2018-01-12,M01AE,1.33,daily
2018-01-13,M01AE,3.495,daily
2018-01-14,M01AE,5.155,daily
2018-01-15,M01AE,2.0,daily
2018-01-16,M01AE,2.67,daily
2018-01-17,M01AE,2.85,daily
2018-01-18,M01AE,3.726,daily
2018-01-19,M01AE,2.528,daily
2018-01-20,M01AE,2.32,daily
2018-01-21,M01AE,3.53,daily
2018-01-22,M01AE,3.396,daily
2018-01-23,M01AE,1.066,daily
2018-01-24,M01AE,6.67,daily
2018-01-25,M01AE,5.132,daily
2018-01-26,M01AE,3.023,daily
2018-01-27,M01AE,7.33,daily
2018-01-28,M01AE,2.35,daily
2018-01-29,M01AE,4.363,daily
2018-01-30,M01AE,3.76,daily
2018-01-31,M01AE,5.076,daily
2018-02-01,M01AE,4.33,daily
2018-02-02,M01AE,4.99,daily
2018-02-03,M01AE,7.13,daily
2018-02-04,M01AE,9.066,daily
2018-02-05,M01AE,3.066,daily
2018-02-06,M01AE,1.87,daily
2018-02-07,M01AE,8.132,daily
2018-02-08,M01AE,1.34,daily
2018-02-09,M01AE,3.69,daily
2018-02-10,M01AE,5.231,daily
2018-02-11,M01AE,5.396,daily
2018-02-12,M01AE,4.769,daily
2018-02-13,M01AE,8.033,daily
2018-02-14,M01AE,6.33,daily
2018-02-15,M01AE,6.945,daily
2018-02-16,M01AE,7.175,daily
2018-02-17,M01AE,3.64,daily
2018-02-18,M01AE,6.726,daily
2018-02-19,M01AE,3.34,daily
2018-02-20,M01AE,2.286,daily
2018-02-21,M01AE,7.01,daily
2018-02-22,M01AE,6.33,daily
2018-02-23,M01AE,2.979,daily
2018-02-24,M01AE,5.68,daily
2018-02-25,M01AE,1.68,daily
2018-02-26,M01AE,0.66,daily
2018-02-27,M01AE,2.65,daily
2018-02-28,M01AE,2.33,daily
2018-03-01,M01AE,6.033,daily
2018-03-02,M01AE,3.0,daily
2018-03-03,M01AE,2.363,daily
2018-03-04,M01AE,3.736,daily
2018-03-05,M01AE,5.33,daily
2018-03-06,M01AE,6.33,daily
2018-03-07,M01AE,1.67,daily
2018-03-08,M01AE,2.769,daily
2018-03-09,M01AE,2.18,daily
2018-03-10,M01AE,4.109,daily
2018-03-11,M01AE,7.54,daily
2018-03-12,M01AE,4.345,daily
2018-03-13,M01AE,5.066,daily
2018-03-14,M01AE,2.34,daily
2018-03-15,M01AE,2.132,daily
2018-03-16,M01AE,3.066,daily
2018-03-17,M01AE,1.66,daily
2018-03-18,M01AE,2.929,daily
2018-03-19,M01AE,1.0,daily
2018-03-20,M01AE,3.67,daily
2018-03-21,M01AE,2.0,daily
2018-03-22,M01AE,3.67,daily
2018-03-23,M01AE,5.396,daily
2018-03-24,M01AE,2.34,daily
2018-03-25,M01AE,2.66,daily
2018-03-26,M01AE,9.66,daily
2018-03-27,M01AE,3.33,daily
2018-03-28,M01AE,1.66,daily
2018-03-29,M01AE,2.33,daily
2018-03-30,M01AE,4.46,daily
2018-03-31,M01AE,2.99,daily
2018-04-01,M01AE,3.34,daily
2018-04-02,M01AE,4.396,daily
2018-04-03,M01AE,2.529,daily
2018-04-04,M01AE,5.2,daily
2018-04-05,M01AE,3.67,daily
2018-04-06,M01AE,3.0,daily
2018-04-07,M01AE,4.506,daily
2018-04-08,M01AE,0.0,daily
2018-04-09,M01AE,3.0,daily
2018-04-10,M01AE,3.067,daily
2018-04-11,M01AE,3.01,daily
2018-04-12,M01AE,4.759,daily
2018-04-13,M01AE,2.033,daily
2018-04-14,M01AE,3.68,daily
2018-04-15,M01AE,2.759,daily
2018-04-16,M01AE,6.02,daily
2018-04-17,M01AE,1.406,daily
2018-04-18,M01AE,0.54,daily
2018-04-19,M01AE,5.67,daily
2018-04-20,M01AE,4.506,daily
2018-04-21,M01AE,3.439,daily
2018-04-22,M01AE,5.09,daily
2018-04-23,M01AE,0.693,daily
2018-04-24,M01AE,4.462,daily
2018-04-25,M01AE,7.66,daily
2018-04-26,M01AE,1.099,daily
2018-04-27,M01AE,3.529,daily
2018-04-28,M01AE,2.0,daily
2018-04-29,M01AE,6.0,daily
2018-04-30,M01AE,6.66,daily
2018-05-01,M01AE,0.0,daily
2018-05-02,M01AE,3.526,daily
2018-05-03,M01AE,1.779,daily
2018-05-04,M01AE,2.93,daily
2018-05-05,M01AE,3.34,daily
2018-05-06,M01AE,10.66,daily
2018-05-07,M01AE,0.033,daily
2018-05-08,M01AE,5.84,daily
2018-05-09,M01AE,2.33,daily
2018-05-10,M01AE,5.32,daily
2018-05-11,M01AE,1.34,daily
2018-05-12,M01AE,3.66,daily
2018-05-13,M01AE,5.759,daily
2018-05-14,M01AE,6.539,daily
2018-05-15,M01AE,0.67,daily
2018-05-16,M01AE,2.33,daily
2018-05-17,M01AE,2.78,daily
2018-05-18,M01AE,1.396,daily
2018-05-19,M01AE,2.561,daily
2018-05-20,M01AE,8.01,daily
2018-05-21,M01AE,2.759,daily
2018-05-22,M01AE,2.33,daily
2018-05-23,M01AE,3.66,daily
2018-05-24,M01AE,1.99,daily
2018-05-25,M01AE,2.33,daily
2018-05-26,M01AE,2.759,daily
2018-05-27,M01AE,4.518,daily
2018-05-28,M01AE,3.01,daily
2018-05-29,M01AE,4.033,daily
2018-05-30,M01AE,1.67,daily
2018-05-31,M01AE,3.66,daily
2018-06-01,M01AE,2.18,daily
2018-06-02,M01AE,3.086,daily
2018-06-03,M01AE,2.746,daily
2018-06-04,M01AE,3.0,daily
2018-06-05,M01AE,3.67,daily
2018-06-06,M01AE,2.34,daily
2018-06-07,M01AE,4.528,daily
2018-06-08,M01AE,1.33,daily
2018-06-09,M01AE,6.462,daily
2018-06-10,M01AE,4.693,daily
2018-06-11,M01AE,8.33,daily
2018-06-12,M01AE,4.5,daily
2018-06-13,M01AE,4.33,daily
2018-06-14,M01AE,1.0,daily
2018-06-15,M01AE,0.066,daily
2018-06-16,M01AE,6.383,daily
2018-06-17,M01AE,6.586,daily
2018-06-18,M01AE,1.33,daily
2018-06-19,M01AE,3.34,daily
2018-06-20,M01AE,4.528,daily
2018-06-21,M01AE,2.913,daily
2018-06-22,M01AE,5.099,daily
2018-06-23,M01AE,7.343,daily
2018-06-24,M01AE,4.746,daily
2018-06-25,M01AE,3.099,daily
2018-06-26,M01AE,5.67,daily
2018-06-27,M01AE,2.396,daily
2018-06-28,M01AE,2.192,daily
2018-06-29,M01AE,3.0,daily
2018-06-30,M01AE,3.34,daily
2018-07-01,M01AE,3.693,daily
2018-07-02,M01AE,6.33,daily
2018-07-03,M01AE,2.33,daily
2018-07-04,M01AE,2.83,daily
2018-07-05,M01AE,2.759,daily
2018-07-06,M01AE,5.33,daily
2018-07-07,M01AE,8.52,daily
2018-07-08,M01AE,5.211,daily
2018-07-09,M01AE,2.0,daily
2018-07-10,M01AE,6.36,daily
2018-07-11,M01AE,3.363,daily
2018-07-12,M01AE,4.34,daily
2018-07-13,M01AE,2.67,daily
2018-07-14,M01AE,3.2,daily
2018-07-15,M01AE,9.42,daily
2018-07-16,M01AE,5.023,daily
2018-07-17,M01AE,3.66,daily
2018-07-18,M01AE,2.837,daily
2018-07-19,M01AE,4.0,daily
2018-07-20,M01AE,7.177,daily
2018-07-21,M01AE,5.02,daily
2018-07-22,M01AE,4.34,daily
2018-07-23,M01AE,1.863,daily
2018-07-24,M01AE,4.0,daily
2018-07-25,M01AE,2.68,daily
2018-07-26,M01AE,1.827,daily
2018-07-27,M01AE,3.34,daily
2018-07-28,M01AE,4.01,daily
2018-07-29,M01AE,4.35,daily
2018-07-30,M01AE,6.33,daily
2018-07-31,M01AE,3.736,daily
2018-08-01,M01AE,2.34,daily
2018-08-02,M01AE,1.0,daily
2018-08-03,M01AE,2.67,daily
2018-08-04,M01AE,3.87,daily
2018-08-05,M01AE,0.99,daily
2018-08-06,M01AE,6.165,daily
2018-08-07,M01AE,2.67,daily
2018-08-08,M01AE,2.793,daily
2018-08-09,M01AE,3.066,daily
2018-08-10,M01AE,4.0,daily
2018-08-11,M01AE,4.133,daily
2018-08-12,M01AE,4.99,daily
2018-08-13,M01AE,5.02,daily
2018-08-14,M01AE,2.736,daily
2018-08-15,M01AE,4.199,daily
2018-08-16,M01AE,8.729,daily
2018-08-17,M01AE,2.99,daily
2018-08-18,M01AE,5.34,daily
